ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,date
12,1005.3,1015.2,23.2,17,68,0.7,220,2.6,160,0,0,0.8,2.19,...,4,...,2020/1/11
13,1004.2,1014.1,24.2,17.3,65,2.3,330,4.7,330,0,0,1,2.49,...,4,...,2020/1/11
14,1003.7,1013.6,23.1,16.8,68,2.7,350,5.5,350,0,0,0.9,1.87,10,3,1,2020/1/11
15,1003.5,1013.4,23,16.9,69,2.2,340,4.9,330,0,0,1,1.71,...,2,...,2020/1/11
16,1003.7,1013.7,21.8,16.1,70,2.4,340,4.5,350,0,0,0.7,1.01,...,1,...,2020/1/11
17,1003.9,1013.9,21.1,16,73,1.2,340,4.9,20,0,0,1,0.38,10,0,0,2020/1/11
18,1004.4,1014.5,19.5,15.6,78,2.7,350,5.4,350,0,0,0.1,0,...,0,...,2020/1/11
19,1004.9,1015,18.4,15.3,82,2,340,7.2,350,0,0,0,0,...,0,...,2020/1/11
20,1005,1015.1,18.4,15.3,82,1.5,360,5.1,340,0,0,...,0,10,0,0,2020/1/11
21,1005,1015.1,18.3,15.3,83,0.6,360,3.7,50,0,0,...,0,10,0,0,2020/1/11
22,1005.3,1015.4,17.2,14.9,86,0.1,0,2.5,340,0,0,...,0,...,0,...,2020/1/11
23,1005.3,1015.4,17.6,15.1,85,0.8,300,2.8,290,0,0,...,0,10,0,0,2020/1/11
24,1005,1015.2,16.9,14.8,87,0.7,340,2.8,300,0,0,...,0,...,0,...,2020/1/11
1,1005,1015.2,16.9,14.9,88,0.9,300,2.4,350,0,0,...,0,...,0,...,2020/1/12
2,1004.5,1014.7,16.2,14.4,89,0.2,0,2.7,360,0,0,...,0,10,0,0,2020/1/12
3,1004.9,1015.1,16.5,14.4,87,2.1,340,5.3,340,0,0,...,0,...,0,...,2020/1/12
4,1004.9,1015.1,16.6,14.2,86,1,20,7.6,10,0,0,...,0,...,0,...,2020/1/12
5,1004.8,1015,16.9,14,83,2,360,7,350,0,0,...,0,10,0,0,2020/1/12
6,1005.3,1015.5,16.6,13.9,84,2.3,350,5.9,350,0,0,0,0,...,0,...,2020/1/12
7,1005.8,1016,16.2,13.5,84,2.2,10,6.4,350,0,0,0,0,...,0,...,2020/1/12
8,1006.3,1016.5,16.1,12.8,81,2.2,360,7.6,360,0,0,0.6,0.3,18,0,1,2020/1/12
9,1007,1017.1,17.6,13.2,75,2.4,350,6.2,10,0,0,1,0.99,18,1,2,2020/1/12
10,1007.3,1017.4,18.2,12.7,70,3.3,350,8.4,340,0,0,1,1.66,...,2,...,2020/1/12
11,1006.8,1016.9,20.1,13.6,66,1.6,360,7.5,20,0,0,1,2.17,18,4,3,2020/1/12
12,1005.8,1015.8,20.3,13,63,2,330,5.9,350,0,0,1,2.39,...,5,...,2020/1/12
13,1004.6,1014.6,20.5,13.1,63,3,350,7.2,320,0,0,1,2.23,...,4,...,2020/1/12
14,1004,1014,20,12.6,62,3,340,7.2,280,0,0,1,2.35,18,4,1,2020/1/12
15,1003.7,1013.8,18.5,11.9,65,3.9,350,9.2,350,0,0,1,1.56,...,2,...,2020/1/12
16,1003.8,1013.9,18,11.8,67,2.4,340,7.8,280,0,0,1,0.91,...,1,...,2020/1/12
17,1004.6,1014.8,16.8,11.2,70,2.8,340,7.7,340,0,0,1,0.35,20,0,5,2020/1/12
18,1005,1015.2,15.9,11.2,74,2.5,340,7.7,320,0,0,0.2,0,...,0,...,2020/1/12
19,1005.4,1015.6,15.4,11.1,76,2.3,340,5.5,350,0,0,0,0,...,0,...,2020/1/12
20,1005.8,1016,14.9,11.1,78,1.3,330,5.1,340,0,0,...,0,12,0,3,2020/1/12
21,1006.3,1016.5,15,11,77,1.2,340,6.2,350,0,0,...,0,12,0,9,2020/1/12
22,1006.9,1017.1,14.8,11,78,2.3,10,6.8,360,0,0,...,0,...,0,...,2020/1/12
23,1007.3,1017.5,14.9,11.2,79,1.6,10,6.8,20,0,0,...,0,12,0,9,2020/1/12
24,1006.9,1017.1,14.9,11.2,79,2.4,10,6,10,0,0,...,0,...,0,...,2020/1/12
1,1006.5,1016.7,15.1,11.3,78,1.4,360,5.3,350,0,0,...,0,...,0,...,2020/1/13
2,1006.6,1016.8,14.7,11.4,81,1.6,360,4.3,350,0,0,...,0,10,0,9,2020/1/13
3,1006.4,1016.6,14.7,11.5,81,1.4,10,4.3,360,0,0,...,0,...,0,...,2020/1/13
4,1006.4,1016.6,14.9,11.6,81,0.8,30,3.6,10,0,0,...,0,...,0,...,2020/1/13
5,1007.2,1017.5,14.8,11.5,81,0.6,360,3.8,290,0,0,...,0,10,0,9,2020/1/13
6,1008.2,1018.5,14.7,11.5,81,0.9,330,3.6,310,0,0,0,0,...,0,...,2020/1/13
7,1008.3,1018.6,14.7,11.5,81,1.1,320,2.9,350,0,0,0,0,...,0,...,2020/1/13
8,1008.3,1018.5,15.4,12,80,1,20,3.2,350,0,0,0.2,0.23,12,0,9,2020/1/13
9,1009.2,1019.4,16.1,12.1,77,0.6,340,3.3,330,0,0,0.1,0.48,12,1,8,2020/1/13
10,1009.9,1020.1,18.1,12.7,71,1.1,50,3.1,350,0,0,0.9,1.5,...,2,...,2020/1/13
11,1009,1019.1,18.6,12.4,67,1.4,160,2.6,170,0,0,1,1.98,12,3,0,2020/1/13
12,1007.7,1017.8,20.2,12.8,62,1.6,360,3.9,260,0,0,1,2.4,...,4,...,2020/1/13
13,1006.7,1016.7,21.8,13.8,60,1.6,290,4.9,230,0,0,1,2.4,...,4,...,2020/1/13
14,1005.7,1015.7,21.6,13.3,59,1.2,310,4.7,280,0,0,1,2.29,15,4,0,2020/1/13
15,1005,1015,21.8,13.7,60,1.9,270,4,240,0,0,1,1.69,...,2,...,2020/1/13
16,1005.2,1015.3,19.5,12.7,65,2.2,330,7.1,340,0,0,1,1.04,...,1,...,2020/1/13
17,1005,1015.1,18.6,12.9,69,2.7,340,7.7,10,0,0,1,0.38,15,0,0,2020/1/13
18,1006.5,1016.7,17.1,12.8,76,2.1,10,9.4,350,0,0,0,0,...,0,...,2020/1/13
19,1006.2,1016.4,17.3,13.1,76,1.9,10,6.5,20,0,0,0,0,...,0,...,2020/1/13
20,1004.8,1015,16.7,13.1,79,0.6,320,6,10,0,0,...,0,10,0,0,2020/1/13
21,1006.7,1016.9,16.2,12.9,81,2.3,360,5.6,10,0,0,...,0,10,0,0,2020/1/13
22,1007.3,1017.5,16.1,13.2,83,2.2,360,6.7,360,0,0,...,0,...,0,...,2020/1/13
23,1007.7,1017.9,16.3,13.4,83,0.9,20,4.9,350,0,0,...,0,10,0,7,2020/1/13
24,1008.3,1018.5,15.4,12.9,85,0.7,110,3.3,50,0,0,...,0,...,0,...,2020/1/13
1,1008.7,1019,15.2,13.2,88,1,170,2.4,140,0,0,...,0,...,0,...,2020/1/14
2,1009,1019.2,16.2,13.5,84,0.6,340,2.7,240,0,0,...,0,10,0,10,2020/1/14
3,1009.1,1019.3,16.3,13.5,83,0.5,60,2.3,50,0,0,...,0,...,0,...,2020/1/14
4,1008.9,1019.1,16.5,13.4,82,0.3,280,1.8,80,0,0,...,0,...,0,...,2020/1/14
5,1009.1,1019.3,15.4,13.1,86,0.4,300,1.9,300,0,0,...,0,10,0,10,2020/1/14
6,1009.5,1019.8,15.4,13.1,86,0.6,300,3.7,20,0,0,0,0,...,0,...,2020/1/14
7,1010.3,1020.6,15,12.8,87,0.3,50,3.3,340,0,0,0,0,...,0,...,2020/1/14
8,1011.3,1021.5,16.1,13.3,83,0.1,0,1.8,130,0,0,0.4,0.24,12,0,0,2020/1/14
9,1011.2,1021.4,18.1,13.4,74,0.8,320,2.7,310,0,0,1,0.9,12,1,0,2020/1/14
10,1011.6,1021.7,19.7,14.2,71,2.3,340,5.8,320,0,0,1,1.56,...,2,...,2020/1/14
11,1010,1020,22.5,13.5,57,1.3,120,5.3,30,0,0,1,2.16,12,3,0,2020/1/14
12,1009.2,1019.2,23.4,12.8,51,1.5,200,4.8,260,0,0,1,2.4,...,4,...,2020/1/14
13,1008.3,1018.3,23,14.9,60,1.9,320,5.5,350,0,0,1,2.4,...,4,...,2020/1/14
14,1007.7,1017.7,22.9,15.2,62,2.5,340,6.6,340,0,0,1,2.33,12,4,0,2020/1/14
15,1006.7,1016.7,23.2,14.9,60,2.5,330,6.8,20,0,0,1,1.78,...,2,...,2020/1/14
16,1006.6,1016.6,22,14.4,62,2.8,320,7.1,350,0,0,1,1.13,...,1,...,2020/1/14
17,1007.2,1017.3,20.3,14,67,2,360,8.6,10,0,0,1,0.43,12,0,0,2020/1/14
18,1007.9,1018,19.3,13.6,70,2.9,10,7.9,30,0,0,0.2,0,...,0,...,2020/1/14
19,1007.9,1018,18.7,13.7,73,1.3,300,5.6,350,0,0,0,0,...,0,...,2020/1/14
20,1008.9,1019.1,17.4,13.7,79,2.5,340,5.2,320,0,0,...,0,12,0,0,2020/1/14
21,1008.6,1018.8,17.2,13.5,79,2.6,360,5.4,350,0,0,...,0,12,0,0,2020/1/14
22,1008.8,1019,16.7,13.2,80,1.7,360,3.9,10,0,0,...,0,...,0,...,2020/1/14
23,1009,1019.2,15.9,12.8,82,0.6,310,3.6,20,0,0,...,0,12,0,0,2020/1/14
24,1008.8,1019,16,12.7,81,1.2,350,4.9,350,0,0,...,0,...,0,...,2020/1/14
1,1008.6,1018.9,14.5,12.2,86,0.3,120,2.6,360,0,0,...,0,...,0,...,2020/1/15
2,1008.3,1018.6,14.5,12.4,87,0.1,0,1.8,130,0,0,...,0,12,0,0,2020/1/15
3,1008.2,1018.5,14.5,12.1,86,0.3,360,3.5,340,0,0,...,0,...,0,...,2020/1/15
4,1008.1,1018.4,14.1,12,87,0.4,320,1.5,350,0,0,...,0,...,0,...,2020/1/15
5,1008.6,1018.9,13.3,11.8,91,0.7,130,1.7,320,0,0,...,0,12,0,0,2020/1/15
6,1009.2,1019.5,13.1,11.6,91,0.3,90,1.5,140,0,0,0,0,...,0,...,2020/1/15
7,1009.7,1020,13.2,11.7,91,0.1,0,1.1,130,0,0,0,0,...,0,...,2020/1/15
8,1010.3,1020.6,14.8,12.8,88,0.3,150,1.3,150,0,0,0.6,0.29,12,0,0,2020/1/15
9,1010.6,1020.8,17.2,13.1,77,0,0,1.8,160,0,0,1,0.96,12,1,0,2020/1/15
10,1010.6,1020.7,20,13.7,67,0.7,200,1.9,250,0,0,1,1.61,...,2,...,2020/1/15
11,1010,1020,21.8,13,57,0.8,210,2.4,230,0,0,1,2.08,12,3,0,2020/1/15
12,1008.7,1018.7,22.7,12.4,52,1.3,210,3.4,260,0,0,1,2.4,...,4,...,2020/1/15
13,1007.7,1017.6,23.6,13.7,54,1.6,220,3.7,240,0,0,1,2.4,...,5,...,2020/1/15
14,1006.9,1016.8,23.7,14.5,56,1.8,320,5.6,330,0,0,1,2.1,10,4,3,2020/1/15
15,1006.9,1016.9,22.5,15,63,3.4,340,6.8,350,0,0,1,1.77,...,2,...,2020/1/15
16,1007.3,1017.3,20.8,15,69,2.1,330,6.8,340,0,0,1,1.07,...,1,...,2020/1/15
17,1007.8,1017.9,19.6,15.1,75,2.2,350,7.5,340,0,0,1,0.41,12,0,0,2020/1/15
18,1008.2,1018.3,18.9,15,78,1.8,350,5.9,360,0,0,0,0,...,0,...,2020/1/15
19,1008.1,1018.2,18.6,14.9,79,1.6,10,5.2,10,0,0,0,0,...,0,...,2020/1/15
20,1008.2,1018.3,18.5,14.9,80,2,360,4.6,350,0,0,...,0,10,0,0,2020/1/15
21,1008,1018.1,18.1,15,82,0.8,300,2.5,290,0,0,...,0,10,0,0,2020/1/15
22,1008.2,1018.4,16.7,14.6,87,0.1,0,1.8,290,0,0,...,0,...,0,...,2020/1/15
23,1008.4,1018.6,16.2,14.6,90,0.6,200,1.5,130,0,0,...,0,10,0,0,2020/1/15
24,1008.6,1018.8,16.6,15.3,92,1.7,320,3.7,300,0,0,...,0,...,0,...,2020/1/15
1,1009,1019.2,17,15,88,0.8,350,3.7,330,0,0,...,0,...,0,...,2020/1/16
2,1008.9,1019.1,17,14.6,86,0.6,20,3,340,0,0,...,0,8,0,10,2020/1/16
3,1008.6,1018.8,17,14.7,86,0.3,,2,20,0,0,...,0,...,0,...,2020/1/16
4,1008.6,1018.8,16.7,14.2,85,0.5,50,2.4,10,0,0,...,0,...,0,...,2020/1/16
5,1008.4,1018.6,15.2,13.5,90,0,0,1.6,60,0,0,...,0,8,0,0,2020/1/16
6,1008.9,1019.2,14.9,13.1,89,0.2,0,2.4,320,0,0,0,0,...,0,...,2020/1/16
7,1009,1019.3,14.2,12.6,90,0.1,0,1.3,70,0,0,0,0,...,0,...,2020/1/16
8,1009.2,1019.4,15.5,12.9,84,0.2,0,1.7,80,0,0,0.6,0.3,10,0,0,2020/1/16
9,1009.4,1019.5,18.7,13,69,0.7,110,2,90,0,0,1,1,12,1,0,2020/1/16
10,1009.4,1019.5,21.1,12.1,56,0.5,150,1.9,180,0,0,1,1.67,...,2,...,2020/1/16
11,1008.6,1018.6,23.4,12.6,51,0.5,200,2.3,160,0,0,1,2.26,20,4,0,2020/1/16
12,1007.5,1017.4,25.5,11.6,42,1,290,2.7,320,0,0,1,2.4,...,5,...,2020/1/16
13,1006.2,1016.1,24.2,15.7,59,2.2,330,5.5,340,0,0,1,2.4,...,5,...,2020/1/16
14,1005.5,1015.4,24.2,15.2,57,1.6,320,5.1,340,0,0,1,2.38,20,4,1,2020/1/16
15,1005.3,1015.2,23.3,14.4,57,2,330,6.7,300,0,0,0.7,1.56,...,3,...,2020/1/16
16,1005.8,1015.8,21.5,15.4,68,2.8,330,6.2,350,0,0,0.3,0.68,...,1,...,2020/1/16
17,1006.5,1016.5,21.1,15.6,71,2.3,350,5.7,340,0,0,0.1,0.12,15,0,9,2020/1/16
18,1006.9,1016.9,20.5,15.6,73,1.6,330,4.2,350,0,0,0.1,0,...,0,...,2020/1/16
19,1007.2,1017.3,19.5,15.6,78,1,300,3.3,330,0,0,0,0,...,0,...,2020/1/16
20,1007.6,1017.7,18.4,15.5,83,0.3,50,3.6,290,0,0,...,0,10,0,3,2020/1/16
21,1007.7,1017.8,17.9,15.5,86,0.1,0,1.7,80,0,0,...,0,10,0,1,2020/1/16
22,1007.8,1018,17.8,15.5,86,0.3,360,2.2,300,0,0,...,0,...,0,...,2020/1/16
23,1008,1018.2,17.1,14.7,86,1.3,350,3.8,340,0,0,...,0,10,0,1,2020/1/16
24,1007.8,1018,17,14.6,86,0.6,320,3.3,360,0,0,...,0,...,0,...,2020/1/16
1,1007.8,1018,17,14.3,84,1.9,360,3.7,10,0,0,...,0,...,0,...,2020/1/17
2,1007.7,1017.9,16.7,14.1,85,1.5,320,3.8,330,0,0,...,0,12,0,0,2020/1/17
3,1007.3,1017.5,15.9,13.6,86,0.2,0,3.3,350,0,0,...,0,...,0,...,2020/1/17
4,1007.5,1017.7,16.3,13.7,85,1.4,310,3.5,290,0,0,...,0,...,0,...,2020/1/17
5,1008,1018.2,16.4,13.7,84,2.9,10,5.9,350,0,0,...,0,12,0,4,2020/1/17
6,1008,1018.2,16.2,13.2,82,1.5,10,6.2,30,0,0,0,0,...,0,...,2020/1/17
7,1008.6,1018.8,16.3,13.6,84,2.3,340,6.1,330,0,0,0,0,...,0,...,2020/1/17
8,1009.3,1019.5,16.6,13.5,82,1.7,20,9.6,360,0,0,0.3,0.12,15,0,1,2020/1/17
9,1009.2,1019.3,19,14.2,74,2.4,360,6.7,360,0,0,1,1.01,18,1,0,2020/1/17
10,1009.6,1019.7,19.7,14,70,2.3,330,6.3,350,0,0,1,1.67,...,2,...,2020/1/17
11,1009,1019.1,20.5,13.8,65,2,340,7.7,10,0,0,1,2.24,18,4,0,2020/1/17
12,1008,1018,21.4,13.9,62,2.7,330,7.3,360,0,0,1,2.4,...,5,...,2020/1/17
13,1007,1017,20.5,13.4,64,2.7,340,9,340,0,0,1,2.4,...,5,...,2020/1/17
14,1006.5,1016.5,20.6,13.3,63,3,340,9,360,0,0,1,2.38,15,4,0,2020/1/17
15,1006.3,1016.4,19.8,13.1,65,3.6,340,8.6,330,0,0,1,1.8,...,3,...,2020/1/17
16,1006.4,1016.5,18.9,12.4,66,2,320,7.5,10,0,0,1,1.23,...,1,...,2020/1/17
17,1007.2,1017.4,17.3,12.1,71,2.7,340,8.7,350,0,0,1,0.54,15,0,0,2020/1/17
18,1008.2,1018.4,16,11.8,76,3,350,7.4,340,0,0,0.2,0,...,0,...,2020/1/17
19,1009,1019.2,15.5,11.5,77,3.2,350,8.6,340,0,0,0,0,...,0,...,2020/1/17
20,1009.3,1019.6,15.3,11.4,78,3,10,8.4,10,0,0,...,0,12,0,0,2020/1/17
21,1009.4,1019.7,15,11.2,78,1.9,340,6.8,10,0,0,...,0,12,0,0,2020/1/17
22,1009.7,1020,15,11.2,78,2.7,360,6.4,360,0,0,...,0,...,0,...,2020/1/17
23,1009.7,1020,14.4,11,80,1.1,350,4.7,10,0,0,...,0,12,0,0,2020/1/17
24,1009.7,1020,14,10.7,80,2.5,350,5,350,0,0,...,0,...,0,...,2020/1/17
1,1009.7,1020,14.1,10.7,80,1.6,340,6,10,0,0,...,0,...,0,...,2020/1/18
2,1009.5,1019.8,13.8,10.5,80,2.4,350,5,350,0,0,...,0,12,0,0,2020/1/18
3,1009.2,1019.5,13.8,10.4,80,2.2,340,5.2,20,0,0,...,0,...,0,...,2020/1/18
4,1008.8,1019.1,13.6,10.3,80,1.8,340,5.2,350,0,0,...,0,...,0,...,2020/1/18
5,1008.9,1019.2,13.2,10.1,81,2.3,350,4.8,350,0,0,...,0,12,0,3,2020/1/18
6,1009.1,1019.4,13.2,10.1,81,1.5,330,5.3,350,0,0,0,0,...,0,...,2020/1/18
7,1009.4,1019.7,13.2,10.1,81,1.5,350,5,360,0,0,0,0,...,0,...,2020/1/18
8,1009.4,1019.7,14.1,10.9,81,0.2,0,5.7,360,0,0,0.6,0.26,20,0,0,2020/1/18
9,1010.3,1020.6,15.4,10.8,74,2.2,340,5.5,350,0,0,1,0.93,15,1,0,2020/1/18
10,1010,1020.2,17.9,11.5,66,1.5,330,5.1,330,0,0,1,1.62,...,2,...,2020/1/18
11,1009.6,1019.7,19.1,11.7,62,1.9,340,5.7,330,0,0,1,2.12,15,4,0,2020/1/18
12,1008.6,1018.7,20.1,11.5,58,1.9,350,5.9,10,0,0,1,2.4,...,5,...,2020/1/18
13,1007.3,1017.3,21.2,11.9,55,1.6,320,5.4,30,0,0,1,2.4,...,5,...,2020/1/18
14,1006.8,1016.8,20.5,11.1,55,2.4,350,6,10,0,0,1,2.34,15,4,1,2020/1/18
15,1006.7,1016.8,19.9,11.2,57,2.7,350,7.4,350,0,0,0.6,1.57,...,2,...,2020/1/18
16,1007.1,1017.2,18.4,10.7,61,2.2,340,7,10,0,0,0.4,0.82,...,1,...,2020/1/18
17,1007.6,1017.8,17.4,10.4,63,2,330,7.8,340,0,0,0.4,0.41,15,0,10,2020/1/18
18,1008,1018.2,16.8,10.6,67,1.7,340,5.2,330,0,0,0,0,...,0,...,2020/1/18
19,1008.8,1019,16.1,10.6,70,1.1,300,3.4,320,0,0,0,0,...,0,...,2020/1/18
20,1009.1,1019.3,15.8,10.9,73,0.7,280,2.6,310,0,0,...,0,10,0,4,2020/1/18
21,1009.4,1019.6,15.6,11.1,75,1.1,320,3.4,300,0,0,...,0,10,0,8,2020/1/18
22,1009.8,1020.1,14.8,10.8,77,1.4,320,5,350,0,0,...,0,...,0,...,2020/1/18
23,1009.9,1020.2,15,11,77,0.8,20,4.9,350,0,0,...,0,10,0,9,2020/1/18
24,1009.7,1020,15.3,11.2,77,0,0,2.9,20,0,0,...,0,...,0,...,2020/1/18
1,1009.7,1020,15.4,11.3,77,0.9,320,2,330,0,0,...,0,...,0,...,2020/1/19
2,1009.5,1019.8,15.2,11.3,78,0.3,280,1.9,340,0,0,...,0,10,0,9,2020/1/19
3,1009.6,1019.9,15.2,11.3,78,0.6,310,1.8,300,0,0,...,0,...,0,...,2020/1/19
4,1009.6,1019.9,14.9,11.5,80,0.1,0,1.9,330,0,0,...,0,...,0,...,2020/1/19
5,1009.7,1020,14.5,11.4,82,0.3,290,2.1,260,0,0,...,0,10,0,8,2020/1/19
6,1010.3,1020.6,14.5,11.5,82,0.3,320,2.3,330,0,0,0,0,...,0,...,2020/1/19
7,1010.3,1020.6,13.9,11.7,87,0.4,190,1.7,310,0,0,0,0,...,0,...,2020/1/19
8,1011.5,1021.8,15.3,11.9,80,0.7,310,1.9,240,0,0,0.4,0.25,10,0,0,2020/1/19
9,1011.5,1021.7,17.3,12.8,75,0.3,100,3.1,350,0,0,1,0.87,12,1,0,2020/1/19
10,1012,1022.1,19.7,13.2,66,0.9,330,3.2,220,0,0,1,1.55,...,2,...,2020/1/19
11,1011.6,1021.7,20.3,13.4,65,1.3,320,4,350,0,0,1,2,10,3,0,2020/1/19
12,1010.5,1020.5,22,14.5,62,2.2,310,5.1,300,0,0,1,2.35,...,4,...,2020/1/19
13,1009.3,1019.4,20.9,13.6,63,2.3,320,6.3,240,0,0,1,2.36,...,5,...,2020/1/19
14,1008.3,1018.3,22,13.7,59,2.1,330,5,360,0,0,1,2.29,10,4,0,2020/1/19
15,1008.2,1018.3,20.5,13.2,63,2.8,350,6.2,30,0,0,1,1.7,...,2,...,2020/1/19
16,1008.4,1018.5,18.7,12.6,68,1.9,320,7.1,330,0,0,1,1.06,...,1,...,2020/1/19
17,1009.2,1019.4,17.3,12.2,72,2.3,320,7.6,340,0,0,1,0.41,12,0,0,2020/1/19
18,1009.7,1019.9,16.5,12.1,75,2.5,350,6.8,350,0,0,0,0,...,0,...,2020/1/19
19,1010.6,1020.8,16.3,12.3,77,2.8,10,6.7,330,0,0,0,0,...,0,...,2020/1/19
20,1011,1021.2,15.9,12.3,79,0.9,310,4.9,360,0,0,...,0,12,0,0,2020/1/19
21,1011,1021.3,15.7,12.3,80,1.8,350,4.2,330,0,0,...,0,12,0,0,2020/1/19
22,1011.2,1021.5,15.3,12.4,83,0.7,30,4.2,350,0,0,...,0,...,0,...,2020/1/19
23,1011.2,1021.5,14.4,12.6,89,0.3,30,2.2,350,0,0,...,0,12,0,0,2020/1/19
24,1011.1,1021.4,14.1,12.9,92,0,0,1.4,70,0,0,...,0,...,0,...,2020/1/19
1,1011.2,1021.5,14.4,12.5,88,1.1,330,3.2,330,0,0,...,0,...,0,...,2020/1/20
2,1011.1,1021.4,14,12.3,89,1.3,330,3.5,320,0,0,...,0,10,0,2,2020/1/20
3,1011.1,1021.4,14.2,12.5,90,1.3,360,3.8,350,0,0,...,0,...,0,...,2020/1/20
4,1010.9,1021.2,14.9,12.5,86,2.2,360,4.3,350,0,0,...,0,...,0,...,2020/1/20
5,1010.8,1021.1,15,12.2,83,1,20,5.1,360,0,0,...,0,10,0,8,2020/1/20
6,1011.2,1021.5,14.4,12.2,87,0.1,0,2.3,360,0,0,0,0,...,0,...,2020/1/20
7,1012,1022.3,15,12.5,85,0.6,300,2.3,320,0,0,0,0,...,0,...,2020/1/20
8,1012.6,1022.9,15.9,12.4,80,0.1,0,2.8,20,0,0,0,0.15,15,0,9,2020/1/20
9,1012.9,1023.1,17,12.9,77,0.2,0,1.8,140,0,0,0.1,0.62,12,1,9,2020/1/20
10,1013.1,1023.3,19.2,13.6,70,0.7,240,2.2,280,0,0,0.4,1.3,...,2,...,2020/1/20
11,1012.7,1022.8,22,14.3,62,0.7,300,2.5,340,0,0,0.9,1.91,12,3,2,2020/1/20
12,1011.8,1021.8,23,13.9,57,0.9,360,3.1,300,0,0,1,2.19,...,5,...,2020/1/20
13,1010.6,1020.5,24.8,13.2,48,1.3,350,3.4,350,0,0,1,2.4,...,5,...,2020/1/20
14,1009.7,1019.7,22.4,13.1,56,2.5,320,5.6,350,0,0,1,2.31,12,4,0,2020/1/20
15,1009.1,1019.1,21.8,13.1,58,2,330,5.5,360,0,0,1,1.77,...,3,...,2020/1/20
16,1009.4,1019.5,19.9,12.2,61,2.7,350,8,40,0,0,1,1.1,...,1,...,2020/1/20
17,1010.1,1020.3,17.9,11.5,66,3,340,8.1,330,0,0,1,0.43,12,0,0,2020/1/20
18,1010.7,1020.9,16.9,11.3,70,2.5,350,8.1,340,0,0,0.2,0,...,0,...,2020/1/20
19,1010.9,1021.1,16.5,11.2,71,2,350,6.2,10,0,0,0,0,...,0,...,2020/1/20
20,1011.7,1022,15.7,11.3,75,1.6,340,4.7,330,0,0,...,0,12,0,0,2020/1/20
21,1012.1,1022.4,15.6,11.5,77,0.6,320,4.1,360,0,0,...,0,12,0,0,2020/1/20
22,1012.1,1022.4,14.3,11.5,83,0.1,0,3,300,0,0,...,0,...,0,...,2020/1/20
23,1012.2,1022.5,14,12.2,89,0,0,1.5,130,0,0,...,0,10,0,0,2020/1/20
24,1012.1,1022.4,14.5,11.9,84,0.6,300,1.7,290,0,0,...,0,...,0,...,2020/1/20
1,1012,1022.4,13.2,12.1,93,0.1,0,2,130,0,0,...,0,...,0,...,2020/1/21
2,1011.7,1022,13.9,11.9,88,0.4,310,1.8,360,0,0,...,0,10,0,0,2020/1/21
3,1011.5,1021.9,12.9,11.4,91,0.3,30,3,310,0,0,...,0,...,0,...,2020/1/21
4,1011.5,1021.9,12.4,11.2,92,0.5,240,1.7,230,0,0,...,0,...,0,...,2020/1/21
5,1011.7,1022.1,12.6,11,90,0.9,360,3.5,340,0,0,...,0,12,0,3,2020/1/21
6,1012.4,1022.8,12.7,10.9,89,1,350,3.3,310,0,0,0,0,...,0,...,2020/1/21
7,1012.7,1023.1,12.2,10.8,91,0.5,360,3,340,0,0,0,0,...,0,...,2020/1/21
8,1013.5,1023.9,13.7,11.4,86,0.2,0,1.8,80,0,0,0.6,0.29,10,0,0,2020/1/21
9,1014.5,1024.8,16.8,11.9,73,0.5,220,1.7,280,0,0,1,0.97,10,1,0,2020/1/21
10,1014.8,1025,19,11.7,63,0.3,360,2.4,230,0,0,1,1.62,...,2,...,2020/1/21
11,1014.2,1024.3,21.4,11.5,53,0.4,350,3.1,10,0,0,1,2.13,10,4,0,2020/1/21
12,1013.1,1023.1,24.1,11.9,46,0.5,330,2.1,210,0,0,1,2.4,...,5,...,2020/1/21
13,1012,1021.9,25,11,41,1.2,190,3.4,240,0,0,1,2.4,...,5,...,2020/1/21
14,1011.4,1021.4,24.3,12.5,48,2.7,340,5.8,340,0,0,1,2.34,10,4,0,2020/1/21
15,1010.6,1020.6,24.3,13.1,50,1.8,330,6,310,0,0,1,1.8,...,3,...,2020/1/21
16,1010.2,1020.2,22.8,13.9,57,1.8,330,4.7,330,0,0,1,1.13,...,1,...,2020/1/21
17,1010.5,1020.5,21.5,14.3,64,2.1,330,4.7,340,0,0,1,0.46,10,0,1,2020/1/21
18,1011.2,1021.3,19.7,14.2,71,1.9,350,4.2,290,0,0,0.2,0,...,0,...,2020/1/21
19,1011.5,1021.6,18.9,13.8,72,0.9,320,3,320,0,0,0,0,...,0,...,2020/1/21
20,1012.4,1022.6,18.5,14.3,77,1.1,320,4.2,330,0,0,...,0,10,0,3,2020/1/21
21,1012.7,1022.9,18.1,14.5,79,0.6,350,3.9,310,0,0,...,0,8,0,3,2020/1/21
22,1012.4,1022.6,17.3,14.6,84,0.1,0,1.5,90,0,0,...,0,...,0,...,2020/1/21
23,1012,1022.2,17.4,14.7,84,0.9,230,2,190,0,0,...,0,8,0,3,2020/1/21
24,1010.9,1021.1,16.8,14.6,87,0.2,0,1.6,180,0,0,...,0,...,0,...,2020/1/21
1,1010.3,1020.5,16.2,14.6,90,0,0,1.5,90,0,0,...,0,...,0,...,2020/1/22
